Motor1, Motor2, Motor3, Motor4, Roll, Pitch, Input1, Input2, Input3, Input4, KPR, KIR, KDR, KPP, KIP, KDP
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.750000,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.05000000,0.02000000,0.00020000,0.05000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.00,5.00,5.00,5.00,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.125000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.437500,-23.250000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-22.500000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.562500,-22.375000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
5.40,5.40,5.40,5.40,-37.625000,-22.500000,0.000000,0.000000,0.000000,0.000000,0.02000000,0.00020000,0.08000000,0.02000000,0.00020000,0.08000000
