Motor1, Motor2, Motor3, Motor4, Roll, Pitch, Input1, Input2, Input3, Input4, KPR, KIR, KDR, KPP, KIP, KDP
5.40, 5.40, 5.40, 5.40, -22.500000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.40, 5.40, 5.40, 5.40, -22.500000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.40, 5.40, 5.40, 5.40, -22.437500, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.40, 5.40, 5.40, 5.40, -22.500000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.40, 5.40, 5.40, 5.40, -22.500000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.40, 5.40, 5.40, 5.40, -22.500000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.79, 5.55, 5.61, 5.84, -22.562500, 16.000000, 11.000000, 0.392919, -0.238655, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.79, 5.55, 5.61, 5.84, -22.375000, 16.437500, 11.000000, 0.392609, -0.247222, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.79, 5.55, 5.61, 5.84, -22.375000, 16.500000, 11.000000, 0.395388, -0.250184, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.79, 5.54, 5.61, 5.85, -22.687500, 16.312500, 11.000000, 0.403776, -0.249571, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.61, 5.85, -22.812500, 16.312500, 11.000000, 0.408758, -0.251603, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.61, 5.85, -22.750000, 16.437500, 11.000000, 0.410661, -0.255602, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.875000, 16.562500, 11.000000, 0.415741, -0.259563, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.875000, 16.687500, 11.000000, 0.418624, -0.263513, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.687500, 16.687500, 11.000000, 0.418360, -0.265697, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.500000, 16.812500, 11.000000, 0.417936, -0.269647, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.375000, 16.812500, 11.000000, 0.418710, -0.271852, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.250000, 16.750000, 11.000000, 0.419291, -0.272990, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.187500, 16.687500, 11.000000, 0.421082, -0.274223, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.80, 5.54, 5.60, 5.85, -22.062500, 16.750000, 11.000000, 0.421706, -0.277258, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.81, 5.54, 5.60, 5.85, -21.875000, 16.812500, 11.000000, 0.421252, -0.280309, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.81, 5.54, 5.59, 5.85, -21.750000, 16.750000, 11.000000, 0.421948, -0.281582, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
5.81, 5.53, 5.59, 5.85, -21.687500, 16.625000, 11.000000, 0.423579, -0.281820, 0.000000, 0.01730000, 0.00010000, 0.00000000, 0.01480000, 0.00010000, 0.00000000
