Motor1, Motor2, Motor3, Motor4, Roll, Pitch, Input1, Input2, Input3, Input4, KPR, KIR, KDR, KPP, KIP, KDP
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.00, 5.00, 5.00, 5.00, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.40, 5.40, 5.40, 5.40, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.40, 5.40, 5.40, 5.40, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
5.40, 5.40, 5.40, 5.40, 30.500000, 23.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.01600000, 0.00010000, 0.05000000, 0.01600000, 0.00010000, 0.05000000
